"Target","File","SizeBytes","Sha256"
"js\mall\mall-navigation.backup-20260522.js","js\mall\mall-navigation.backup-20260522.js","13883","73F78728C62A98A5172EDA6234F19CA6711AEB7A3517EE3D37F3AD0879CD6FDA"
"js\mall\mall-navigation.backup-20260522-zoom.js","js\mall\mall-navigation.backup-20260522-zoom.js","16841","7541F66973A67BE769BC4503AF14475C489F36AEF003DE5B58EA1A7A4CE15A3F"
"js\mall\mall-npc.backup-20260522.js","js\mall\mall-npc.backup-20260522.js","17637","E514B03DDCB866842BDF59F9BB5C126CD37075E7940834A1A8EDC428B4A7A810"
"js\mall\mall-physics.backup-20260522.js","js\mall\mall-physics.backup-20260522.js","6093","DEA81DEB2D4F904741CE6CD7BD84A490C110E3D732366FBBDCB0E15DC95B068B"
"js\mall\mall-world.backup-20260522-zoom.js","js\mall\mall-world.backup-20260522-zoom.js","190432","D1BFB3EAFE51692E49404E85DA5C45ACE97C60322EE84D4F700FD9C3F05D4690"
"patch.py","patch.py","2965","607009EEE8E7811C2B62B57F70E7C46E627CA209DEC1C4B73699BB1C57B78BFA"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\disable-rav-services.ps1","1028","491DA8F57F753AC51D8A2A6A8BA74B93CAE33273DFA6B126ADBCF2B379295C78"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\HKCU-Run-before.reg","2142","2857FE4ED6B62BA5A6121AF3526D5B7368211A4A5BE59A20E69210F426E32914"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\mysql-uninstall-results.log","327","B62DC424872BF2F65C1923EEA2748394DC7D0A1343C8770FEA9505975C895D71"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\Ollama.lnk","2166","F8614D912ED58AB4E380737BFB1763CBCBD337023311CBD726EFCE9436723B54"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\rav-services-disabled.log","385","E35C54262493AF5C8B156EFC23DC2BBDC8B8C8FEF69A7EDE77FB886163C1B687"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\uninstall-mysql-unused.ps1","1416","7C68C03292C8AA255B855E54691F369EC476D126F87371868253567013EF91BF"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\startup-global\McAfee Security Scan Plus.lnk","2171","D7EE2BD92D634CFE46D269B15DD2903F2311598A73A46CF8B4D4ACBACC198FB3"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\startup-global\Precargador WinZip.lnk","1957","012BE639005D87DE5BD1B181024037DACE1EA19126D7E6402171718CC50D5168"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\startup-global\Wondershare PEScreenshot.lnk","1294","4FAD4A398FFADD6062163F36D0F317A938DC0C51418A6F97B647E3947FF2D9A1"
"pc-optimization-backup-20260723","pc-optimization-backup-20260723\startup-global\Wondershare PEToolbox.lnk","1288","844ACF6E80F059E7433447711C35205B83FEBF3A10E129D5764A41543F49112C"
"precision_geometry_top.js","precision_geometry_top.js","1239","62AF459AC8D1C7392C9FDD08603F701F27260916661A467FD1C105BE64E3E45D"
"preview_escalas_inicial.png","preview_escalas_inicial.png","658705","3F97382B6EF6FC9DF3C94A5C780685E145F2D67AD6511B63BFD7043226D1090F"
"reapply_fix.js","reapply_fix.js","2308","9A11BA2A7434CE799A185B8FD7D71269FE6138E25D13313E31D9A036966A92D6"
"refine_return_metal.js","refine_return_metal.js","1209","A5717994945353A688EA52EC95E361C6FEDBE4A581974ABD70885550F8047D04"
"remove_blocking_bar.js","remove_blocking_bar.js","1909","4CCE6C4FB876B7878D835BC929D3B3C16B02156B33979684056C207D21DDD706"
"restore_railings.js","restore_railings.js","3042","8E53BF6BFA0A4620AD310AEF3F67DD938F7EAACE64A2ADA837863F217321A810"
"rota_current_extracted.js","rota_current_extracted.js","131767","A9EF2355101A75187CD867B8383B0FF7C0134AFA5997B040458180502843F7FA"
"rota_extracted.js","rota_extracted.js","133534","86329758FD96FB683EA7DB994E93058865EE58DAAAC7C77ACB7D67802EE6EC09"
"rota_pro_extracted.js","rota_pro_extracted.js","131766","BC2948AE5A3D81AF594C625C8E48D4925811F1B2B68FCC036790A47874DE8F0A"
"set_detail_view.js","set_detail_view.js","704","851D258770E1DBE3311CACFD8212A22F5D6FB5C2792A9F559FE3CF83F38B2D71"
"set_top_angle.js","set_top_angle.js","951","BB2BACC08445AD20AE6862528A897560BD70E78AD69DD969645081873D8D8D6C"
"store.html","store.html","50155","F769B84B21EF887EFBED8B5FE17AC19668C8DC6DE8827232F02FE830E20C3EEA"
"supabase_backup_20260508-111036","supabase_backup_20260508-111036\admin_delete_accounts.sql","4083","EB1B637B526B4A83C4F1EFE231F85F1720FB6235AF29F1912993E48D8BD6A007"
"supabase_backup_20260508-111036","supabase_backup_20260508-111036\admin_enable_current_schema.sql","5949","67ADE958421A273405E16F81F6192CCFCBDF71B11D0D2FD684EAEF6B750C9B43"
"supabase_backup_20260508-111036","supabase_backup_20260508-111036\mall_access_schema.sql","10530","A49D0AB3BCA22EDCECA29236203E1C903A00AD03FA6C031E83910A40E7D0BF68"
"supabase_backup_20260508-111036","supabase_backup_20260508-111036\store_assets_storage.sql","1483","5D72FC0476A9CE4CBD9F7663F825BB189FF36784E4DA2EF21E542C5D1922289A"
"supabase_backup_20260508-111036","supabase_backup_20260508-111036\store_products_local_code_fix.sql","1351","70573A8195E42D72CA13172B371BF2ECBB39F5CAA57969A560E5DD72B5A9046F"
"temp_check.js","temp_check.js","430023","5EAF14F866DA5087B2C400AE6FB4810EFA35DF979BF70FEF19B297ADEF664514"
"utils.js","utils.js","717","D5E5B08AC3684A65AA3EB855DE5E8364CE379129D3FAD172D1F5E8D2C014B12F"
